time_s,m28,m28_sigma,m32,m32_sigma,m44,m44_sigma
65.5000,6.489482e-12,2.778738e-13,4.079875e-11,5.263900e-13,2.822364e-12,2.564473e-13
65.5500,6.521492e-12,2.782579e-13,4.152623e-11,5.322098e-13,2.760551e-12,2.552110e-13
65.6000,6.581682e-12,2.789802e-13,4.144663e-11,5.315731e-13,3.106881e-12,2.621376e-13
65.6500,6.607234e-12,2.792868e-13,4.092130e-11,5.273704e-13,2.624929e-12,2.524986e-13
65.7000,6.264259e-12,2.751711e-13,4.171001e-11,5.336800e-13,2.907490e-12,2.581498e-13
65.7500,6.292203e-12,2.755064e-13,4.079290e-11,5.263432e-13,3.139744e-12,2.627949e-13
65.8000,6.093762e-12,2.731251e-13,4.079878e-11,5.263903e-13,2.880939e-12,2.576188e-13
65.8500,6.186811e-12,2.742417e-13,4.173151e-11,5.338521e-13,2.947561e-12,2.589512e-13
65.9000,6.255495e-12,2.750659e-13,4.104067e-11,5.283254e-13,2.836689e-12,2.567338e-13
65.9500,6.072363e-12,2.728684e-13,4.093081e-11,5.274465e-13,2.751960e-12,2.550392e-13
66.0000,6.254861e-12,2.750583e-13,4.148765e-11,5.319012e-13,2.829041e-12,2.565808e-13
66.0500,6.305914e-12,2.756710e-13,4.134226e-11,5.307380e-13,2.839292e-12,2.567858e-13
66.1000,6.410159e-12,2.769219e-13,4.090620e-11,5.272496e-13,2.618947e-12,2.523789e-13
66.1500,6.209221e-12,2.745107e-13,4.086703e-11,5.269362e-13,2.573711e-12,2.514742e-13
66.2000,6.365614e-12,2.763874e-13,4.074723e-11,5.259778e-13,3.153623e-12,2.630725e-13
66.2500,5.923369e-12,2.710804e-13,4.088590e-11,5.270872e-13,2.752793e-12,2.550559e-13
66.3000,5.970792e-12,2.716495e-13,4.067460e-11,5.253968e-13,2.435728e-12,2.487146e-13
66.3500,5.741194e-12,2.688943e-13,4.068403e-11,5.254722e-13,2.659175e-12,2.531835e-13
66.4000,6.308658e-12,2.757039e-13,4.107507e-11,5.286005e-13,2.467658e-12,2.493532e-13
66.4500,5.777819e-12,2.693338e-13,4.096168e-11,5.276935e-13,2.448049e-12,2.489610e-13
66.5000,6.013224e-12,2.721587e-13,4.108185e-11,5.286548e-13,2.304405e-12,2.460881e-13
66.5500,5.896945e-12,2.707633e-13,4.144300e-11,5.315440e-13,2.509205e-12,2.501841e-13
66.6000,6.066524e-12,2.727983e-13,4.152791e-11,5.322233e-13,2.392452e-12,2.478490e-13
66.6500,6.399635e-12,2.767956e-13,4.181409e-11,5.345127e-13,2.709190e-12,2.541838e-13
66.7000,5.839827e-12,2.700779e-13,4.142689e-11,5.314151e-13,2.607747e-12,2.521549e-13
66.7500,5.859029e-12,2.703083e-13,4.076752e-11,5.261401e-13,2.632436e-12,2.526487e-13
66.8000,5.909928e-12,2.709191e-13,4.070310e-11,5.256248e-13,2.045832e-12,2.409166e-13
66.8500,5.848103e-12,2.701772e-13,4.053773e-11,5.243019e-13,2.549793e-12,2.509959e-13
66.9000,6.235127e-12,2.748215e-13,4.161619e-11,5.329295e-13,2.065069e-12,2.413014e-13
66.9500,6.200386e-12,2.744046e-13,4.144097e-11,5.315278e-13,2.269022e-12,2.453804e-13
67.0000,5.756720e-12,2.690806e-13,4.119393e-11,5.295514e-13,2.093871e-12,2.418774e-13
67.0500,5.919308e-12,2.710317e-13,4.115187e-11,5.292150e-13,2.344663e-12,2.468933e-13
67.1000,5.590934e-12,2.670912e-13,4.091734e-11,5.273387e-13,2.187413e-12,2.437483e-13
67.1500,5.838787e-12,2.700654e-13,4.106726e-11,5.285381e-13,2.385167e-12,2.477033e-13
67.2000,5.949999e-12,2.714000e-13,4.123188e-11,5.298551e-13,2.167502e-12,2.433500e-13
67.2500,5.708571e-12,2.685029e-13,4.152840e-11,5.322272e-13,2.311797e-12,2.462359e-13
67.3000,5.833641e-12,2.700037e-13,4.104439e-11,5.283551e-13,2.236513e-12,2.447303e-13
67.3500,6.009016e-12,2.721082e-13,4.136152e-11,5.308922e-13,2.604623e-12,2.520925e-13
67.4000,5.694547e-12,2.683346e-13,4.106492e-11,5.285194e-13,2.139039e-12,2.427808e-13
67.4500,5.568627e-12,2.668235e-13,4.124070e-11,5.299256e-13,2.556596e-12,2.511319e-13
67.5000,6.153389e-12,2.738407e-13,4.089866e-11,5.271893e-13,1.958317e-12,2.391663e-13
67.5500,5.298044e-12,2.635765e-13,4.074654e-11,5.259724e-13,2.446417e-12,2.489283e-13
67.6000,5.735557e-12,2.688267e-13,4.152866e-11,5.322293e-13,1.854988e-12,2.370998e-13
67.6500,5.864388e-12,2.703727e-13,4.106581e-11,5.285265e-13,2.151066e-12,2.430213e-13
67.7000,5.468520e-12,2.656222e-13,4.074081e-11,5.259265e-13,1.825843e-12,2.365169e-13
67.7500,5.655144e-12,2.678617e-13,4.188954e-11,5.351163e-13,2.120401e-12,2.424080e-13
67.8000,5.638312e-12,2.676597e-13,4.129508e-11,5.303607e-13,2.028982e-12,2.405796e-13
67.8500,5.706025e-12,2.684723e-13,4.092135e-11,5.273708e-13,2.509990e-12,2.501998e-13
67.9000,5.747411e-12,2.689689e-13,4.100799e-11,5.280639e-13,2.006179e-12,2.401236e-13
67.9500,5.551174e-12,2.666141e-13,4.174843e-11,5.339874e-13,2.216644e-12,2.443329e-13
68.0000,6.733347e-12,2.808002e-13,4.119440e-11,5.295552e-13,2.207959e-12,2.441592e-13
68.0500,6.270018e-12,2.752402e-13,4.155928e-11,5.324743e-13,2.432908e-12,2.486582e-13
68.1000,7.515486e-12,2.901858e-13,4.114125e-11,5.291300e-13,2.406952e-12,2.481390e-13
68.1500,7.432724e-12,2.891927e-13,4.131483e-11,5.305186e-13,1.765648e-12,2.353130e-13
68.2000,8.164784e-12,2.979774e-13,4.121083e-11,5.296866e-13,1.876873e-12,2.375375e-13
68.2500,9.028793e-12,3.083455e-13,4.110672e-11,5.288538e-13,2.076140e-12,2.415228e-13
68.3000,9.349017e-12,3.121882e-13,4.117030e-11,5.293624e-13,1.484959e-12,2.296992e-13
68.3500,1.038324e-11,3.245989e-13,4.138242e-11,5.310594e-13,1.846049e-12,2.369210e-13
68.4000,9.992994e-12,3.199159e-13,4.177205e-11,5.341764e-13,1.891145e-12,2.378229e-13
68.4500,1.035118e-11,3.242141e-13,4.137712e-11,5.310170e-13,2.337944e-12,2.467589e-13
68.5000,1.076994e-11,3.292393e-13,4.084272e-11,5.267418e-13,2.203183e-12,2.440637e-13
68.5500,1.135061e-11,3.362074e-13,4.100323e-11,5.280258e-13,2.062931e-12,2.412586e-13
68.6000,1.190762e-11,3.428914e-13,4.157249e-11,5.325799e-13,2.386232e-12,2.477246e-13
68.6500,1.189682e-11,3.427618e-13,4.068426e-11,5.254741e-13,1.766236e-12,2.353247e-13
68.7000,1.211464e-11,3.453757e-13,4.139408e-11,5.311526e-13,2.280290e-12,2.456058e-13
68.7500,1.290104e-11,3.548125e-13,4.093574e-11,5.274859e-13,2.122746e-12,2.424549e-13
68.8000,1.358448e-11,3.630138e-13,4.140926e-11,5.312741e-13,2.089010e-12,2.417802e-13
68.8500,1.348402e-11,3.618083e-13,4.129567e-11,5.303653e-13,2.426130e-12,2.485226e-13
68.9000,1.379975e-11,3.655970e-13,4.114676e-11,5.291741e-13,2.551274e-12,2.510255e-13
68.9500,1.387544e-11,3.665053e-13,4.164275e-11,5.331420e-13,2.319135e-12,2.463827e-13
69.0000,1.478419e-11,3.774103e-13,4.103337e-11,5.282670e-13,2.592308e-12,2.518462e-13
69.0500,1.459027e-11,3.750832e-13,4.143335e-11,5.314668e-13,2.470912e-12,2.494182e-13
69.1000,1.501229e-11,3.801475e-13,4.118912e-11,5.295130e-13,2.651326e-12,2.530265e-13
69.1500,1.491596e-11,3.789916e-13,4.131088e-11,5.304871e-13,2.305982e-12,2.461196e-13
69.2000,1.515192e-11,3.818230e-13,4.145999e-11,5.316799e-13,2.495773e-12,2.499155e-13
69.2500,1.582159e-11,3.898591e-13,4.105181e-11,5.284145e-13,2.644969e-12,2.528994e-13
69.3000,1.575549e-11,3.890659e-13,4.150917e-11,5.320733e-13,2.914745e-12,2.582949e-13
69.3500,1.589895e-11,3.907874e-13,4.115389e-11,5.292311e-13,2.943972e-12,2.588794e-13
69.4000,1.580983e-11,3.897180e-13,4.157814e-11,5.326252e-13,2.862470e-12,2.572494e-13
69.4500,1.676794e-11,4.012152e-13,4.048453e-11,5.238762e-13,2.433252e-12,2.486650e-13
69.5000,1.697302e-11,4.036763e-13,4.083858e-11,5.267086e-13,2.381623e-12,2.476325e-13
69.5500,1.698167e-11,4.037800e-13,4.153760e-11,5.323008e-13,3.002512e-12,2.600502e-13
69.6000,1.693425e-11,4.032110e-13,4.102160e-11,5.281728e-13,2.761196e-12,2.552239e-13
69.6500,1.745985e-11,4.095182e-13,4.063285e-11,5.250628e-13,2.846282e-12,2.569256e-13
69.7000,1.734769e-11,4.081723e-13,4.123065e-11,5.298452e-13,2.932620e-12,2.586524e-13
69.7500,1.766084e-11,4.119300e-13,4.111755e-11,5.289404e-13,2.859530e-12,2.571906e-13
69.8000,1.754637e-11,4.105565e-13,4.111205e-11,5.288964e-13,2.814342e-12,2.562868e-13
69.8500,1.855346e-11,4.226415e-13,4.121777e-11,5.297421e-13,2.966776e-12,2.593355e-13
69.9000,1.842494e-11,4.210993e-13,4.083172e-11,5.266538e-13,3.114235e-12,2.622847e-13
69.9500,1.849644e-11,4.219573e-13,4.112857e-11,5.290286e-13,2.973267e-12,2.594653e-13
70.0000,1.754252e-11,4.105102e-13,4.104344e-11,5.283475e-13,2.875316e-12,2.575063e-13
70.0500,1.737112e-11,4.084535e-13,4.106192e-11,5.284954e-13,3.017624e-12,2.603525e-13
70.1000,1.658453e-11,3.990143e-13,4.134076e-11,5.307261e-13,3.028764e-12,2.605753e-13
70.1500,1.629064e-11,3.954877e-13,4.113308e-11,5.290646e-13,3.454936e-12,2.690987e-13
70.2000,1.635107e-11,3.962128e-13,4.106148e-11,5.284919e-13,3.219204e-12,2.643841e-13
70.2500,1.590221e-11,3.908265e-13,4.109427e-11,5.287542e-13,3.156856e-12,2.631371e-13
70.3000,1.547766e-11,3.857319e-13,4.093353e-11,5.274682e-13,3.436208e-12,2.687242e-13
70.3500,1.544242e-11,3.853090e-13,4.054592e-11,5.243674e-13,3.042221e-12,2.608444e-13
70.4000,1.501963e-11,3.802355e-13,4.082255e-11,5.265804e-13,3.031427e-12,2.606285e-13
70.4500,1.407012e-11,3.688414e-13,4.049930e-11,5.239944e-13,3.782475e-12,2.756495e-13
70.5000,1.380565e-11,3.656678e-13,4.078231e-11,5.262585e-13,3.368198e-12,2.673640e-13
70.5500,1.379711e-11,3.655654e-13,4.064483e-11,5.251586e-13,3.331446e-12,2.666289e-13
70.6000,1.325002e-11,3.590002e-13,4.129250e-11,5.303400e-13,2.943441e-12,2.588688e-13
70.6500,1.307289e-11,3.568747e-13,4.077674e-11,5.262140e-13,3.151113e-12,2.630223e-13
70.7000,1.259674e-11,3.511608e-13,4.081979e-11,5.265583e-13,3.299975e-12,2.659995e-13
70.7500,1.203699e-11,3.444439e-13,3.999353e-11,5.199482e-13,3.562023e-12,2.712405e-13
70.8000,1.234873e-11,3.481848e-13,4.115770e-11,5.292616e-13,3.751277e-12,2.750255e-13
70.8500,1.227783e-11,3.473339e-13,4.145679e-11,5.316543e-13,3.889331e-12,2.777866e-13
70.9000,1.221064e-11,3.465277e-13,4.102324e-11,5.281859e-13,3.397920e-12,2.679584e-13
70.9500,1.184033e-11,3.420839e-13,4.191519e-11,5.353215e-13,3.568587e-12,2.713717e-13
71.0000,1.148380e-11,3.378057e-13,3.998175e-11,5.198540e-13,3.396986e-12,2.679397e-13
71.0500,1.080589e-11,3.296707e-13,3.980471e-11,5.184377e-13,3.285925e-12,2.657185e-13
71.1000,1.070193e-11,3.284231e-13,4.106091e-11,5.284873e-13,3.298342e-12,2.659668e-13
71.1500,1.080917e-11,3.297100e-13,4.072365e-11,5.257892e-13,3.692628e-12,2.738526e-13
71.2000,1.080703e-11,3.296843e-13,4.083876e-11,5.267101e-13,3.627979e-12,2.725596e-13
71.2500,1.051221e-11,3.261465e-13,4.014168e-11,5.211334e-13,3.696595e-12,2.739319e-13
71.3000,1.029494e-11,3.235392e-13,4.104973e-11,5.283979e-13,3.158970e-12,2.631794e-13
71.3500,9.902102e-12,3.188252e-13,4.054566e-11,5.243653e-13,3.278688e-12,2.655738e-13
71.4000,9.960509e-12,3.195261e-13,4.102852e-11,5.282282e-13,3.655035e-12,2.731007e-13
71.4500,9.564668e-12,3.147760e-13,4.132232e-11,5.305785e-13,3.093534e-12,2.618707e-13
71.5000,9.778949e-12,3.173474e-13,4.104910e-11,5.283928e-13,2.983877e-12,2.596775e-13
71.5500,9.267225e-12,3.112067e-13,4.041985e-11,5.233588e-13,3.467371e-12,2.693474e-13
71.6000,9.428147e-12,3.131378e-13,4.150926e-11,5.320740e-13,3.437011e-12,2.687402e-13
71.6500,9.170799e-12,3.100496e-13,4.127546e-11,5.302037e-13,3.644089e-12,2.728818e-13
71.7000,9.133361e-12,3.096003e-13,4.153516e-11,5.322813e-13,3.232897e-12,2.646579e-13
71.7500,8.948490e-12,3.073819e-13,4.109230e-11,5.287384e-13,3.571457e-12,2.714291e-13
71.8000,8.981750e-12,3.077810e-13,3.980163e-11,5.184131e-13,3.343818e-12,2.668764e-13
71.8500,9.068850e-12,3.088262e-13,4.089838e-11,5.271870e-13,3.146791e-12,2.629358e-13
71.9000,8.381292e-12,3.005755e-13,4.098895e-11,5.279116e-13,2.977559e-12,2.595512e-13
71.9500,8.308072e-12,2.996969e-13,4.107977e-11,5.286381e-13,3.430958e-12,2.686192e-13
72.0000,8.659729e-12,3.039168e-13,4.141777e-11,5.313422e-13,3.413013e-12,2.682603e-13
72.0500,9.433069e-12,3.131968e-13,3.996090e-11,5.196872e-13,2.975591e-12,2.595118e-13
72.1000,9.642579e-12,3.157110e-13,4.180359e-11,5.344287e-13,3.127255e-12,2.625451e-13
72.1500,9.872953e-12,3.184754e-13,4.077192e-11,5.261754e-13,3.261665e-12,2.652333e-13
72.2000,1.027236e-11,3.232683e-13,4.200533e-11,5.360426e-13,2.914722e-12,2.582944e-13
72.2500,1.159408e-11,3.391289e-13,4.076714e-11,5.261371e-13,3.276739e-12,2.655348e-13
72.3000,1.134219e-11,3.361063e-13,4.078000e-11,5.262400e-13,3.088554e-12,2.617711e-13
72.3500,1.150572e-11,3.380686e-13,4.161389e-11,5.329111e-13,3.428293e-12,2.685659e-13
72.4000,1.241733e-11,3.490080e-13,4.081735e-11,5.265388e-13,3.187664e-12,2.637533e-13
72.4500,1.288383e-11,3.546060e-13,4.093546e-11,5.274837e-13,3.369008e-12,2.673802e-13
72.5000,1.251644e-11,3.501973e-13,4.078563e-11,5.262850e-13,3.305174e-12,2.661035e-13
72.5500,1.326331e-11,3.591598e-13,4.099016e-11,5.279213e-13,3.389667e-12,2.677933e-13
72.6000,1.339095e-11,3.606915e-13,4.065425e-11,5.252340e-13,2.860681e-12,2.572136e-13
72.6500,1.415386e-11,3.698463e-13,4.051058e-11,5.240846e-13,3.336667e-12,2.667333e-13
72.7000,1.384201e-11,3.661041e-13,4.035467e-11,5.228374e-13,3.408255e-12,2.681651e-13
72.7500,1.451912e-11,3.742294e-13,4.074834e-11,5.259867e-13,3.534538e-12,2.706908e-13
72.8000,1.475392e-11,3.770470e-13,4.052766e-11,5.242213e-13,3.308205e-12,2.661641e-13
72.8500,1.480353e-11,3.776424e-13,4.059055e-11,5.247244e-13,3.322580e-12,2.664516e-13
72.9000,1.515736e-11,3.818883e-13,4.075237e-11,5.260189e-13,3.596236e-12,2.719247e-13
72.9500,1.548274e-11,3.857929e-13,4.096488e-11,5.277190e-13,3.421019e-12,2.684204e-13
73.0000,1.534814e-11,3.841777e-13,4.113887e-11,5.291109e-13,3.290199e-12,2.658040e-13
73.0500,1.574751e-11,3.889701e-13,4.045689e-11,5.236551e-13,3.613467e-12,2.722693e-13
73.1000,1.651145e-11,3.981374e-13,4.087195e-11,5.269756e-13,3.443080e-12,2.688616e-13
73.1500,1.658764e-11,3.990517e-13,4.120819e-11,5.296656e-13,3.622046e-12,2.724409e-13
73.2000,1.668026e-11,4.001632e-13,4.175630e-11,5.340504e-13,3.409418e-12,2.681884e-13
73.2500,1.623351e-11,3.948021e-13,4.035644e-11,5.228515e-13,3.458029e-12,2.691606e-13
73.3000,1.695711e-11,4.034853e-13,4.099877e-11,5.279902e-13,3.549912e-12,2.709982e-13
73.3500,1.652484e-11,3.982981e-13,4.066025e-11,5.252820e-13,3.664740e-12,2.732948e-13
73.4000,1.711464e-11,4.053756e-13,4.068691e-11,5.254953e-13,3.347580e-12,2.669516e-13
73.4500,1.749803e-11,4.099764e-13,4.082245e-11,5.265796e-13,3.062978e-12,2.612596e-13
73.5000,1.718343e-11,4.062011e-13,4.045337e-11,5.236270e-13,3.823389e-12,2.764678e-13
73.5500,1.762511e-11,4.115013e-13,4.055225e-11,5.244180e-13,3.518773e-12,2.703755e-13
73.6000,1.783516e-11,4.140219e-13,4.103171e-11,5.282537e-13,3.534163e-12,2.706833e-13
73.6500,1.776790e-11,4.132148e-13,4.038950e-11,5.231160e-13,3.461138e-12,2.692228e-13
73.7000,1.777164e-11,4.132597e-13,4.045300e-11,5.236240e-13,3.556343e-12,2.711269e-13
73.7500,1.824713e-11,4.189655e-13,4.017329e-11,5.213863e-13,3.961785e-12,2.792357e-13
73.8000,1.831183e-11,4.197420e-13,4.066401e-11,5.253121e-13,3.647818e-12,2.729564e-13
73.8500,1.863139e-11,4.235766e-13,4.093299e-11,5.274639e-13,4.028960e-12,2.805792e-13
73.9000,1.812750e-11,4.175300e-13,4.063076e-11,5.250461e-13,4.306468e-12,2.861294e-13
73.9500,1.853180e-11,4.223816e-13,4.056570e-11,5.245256e-13,3.865474e-12,2.773095e-13
74.0000,1.936370e-11,4.323644e-13,4.077191e-11,5.261752e-13,3.936509e-12,2.787302e-13
74.0500,1.929575e-11,4.315490e-13,3.987081e-11,5.189665e-13,4.224957e-12,2.844991e-13
74.1000,1.942092e-11,4.330510e-13,4.104231e-11,5.283385e-13,3.614665e-12,2.722933e-13
74.1500,1.925088e-11,4.310106e-13,4.083523e-11,5.266819e-13,4.271513e-12,2.854303e-13
74.2000,1.898554e-11,4.278265e-13,4.087801e-11,5.270241e-13,3.659321e-12,2.731864e-13
74.2500,1.935555e-11,4.322665e-13,4.003172e-11,5.202538e-13,4.271942e-12,2.854388e-13
74.3000,1.917337e-11,4.300805e-13,4.018177e-11,5.214542e-13,4.109377e-12,2.821875e-13
74.3500,1.968472e-11,4.362167e-13,4.033497e-11,5.226797e-13,4.050735e-12,2.810147e-13
74.4000,1.971457e-11,4.365748e-13,4.080787e-11,5.264630e-13,4.577367e-12,2.915473e-13
74.4500,2.022522e-11,4.427026e-13,4.040223e-11,5.232179e-13,4.015702e-12,2.803140e-13
74.5000,2.027808e-11,4.433370e-13,4.114364e-11,5.291491e-13,4.379914e-12,2.875983e-13
74.5500,1.955372e-11,4.346446e-13,4.004602e-11,5.203682e-13,4.012855e-12,2.802571e-13
74.6000,2.006490e-11,4.407788e-13,4.100489e-11,5.280391e-13,4.449217e-12,2.889843e-13
74.6500,1.978565e-11,4.374278e-13,4.043337e-11,5.234670e-13,4.207126e-12,2.841425e-13
74.7000,2.032453e-11,4.438944e-13,3.958752e-11,5.167001e-13,4.235349e-12,2.847070e-13
74.7500,2.087090e-11,4.504508e-13,4.062686e-11,5.250148e-13,4.350687e-12,2.870137e-13
74.8000,2.040205e-11,4.448246e-13,4.086123e-11,5.268899e-13,4.391945e-12,2.878389e-13
74.8500,2.030157e-11,4.436188e-13,4.054345e-11,5.243476e-13,4.398086e-12,2.879617e-13
74.9000,2.022726e-11,4.427272e-13,4.029437e-11,5.223549e-13,4.483819e-12,2.896764e-13
74.9500,1.998414e-11,4.398096e-13,4.011603e-11,5.209282e-13,4.323571e-12,2.864714e-13
75.0000,2.086127e-11,4.503352e-13,4.055209e-11,5.244167e-13,4.409130e-12,2.881826e-13
75.0500,2.122151e-11,4.546581e-13,3.975698e-11,5.180558e-13,4.744796e-12,2.948959e-13
75.1000,2.021754e-11,4.426105e-13,3.992163e-11,5.193730e-13,4.535470e-12,2.907094e-13
75.1500,2.054721e-11,4.465665e-13,4.032149e-11,5.225719e-13,4.452067e-12,2.890413e-13
75.2000,2.070200e-11,4.484240e-13,4.105021e-11,5.284017e-13,4.698353e-12,2.939671e-13
75.2500,2.049320e-11,4.459184e-13,4.011385e-11,5.209108e-13,4.958108e-12,2.991622e-13
75.3000,2.096649e-11,4.515979e-13,4.023762e-11,5.219009e-13,4.737093e-12,2.947419e-13
75.3500,2.074973e-11,4.489967e-13,3.999331e-11,5.199465e-13,4.760308e-12,2.952062e-13
75.4000,2.065718e-11,4.478862e-13,4.042232e-11,5.233786e-13,4.977029e-12,2.995406e-13
75.4500,2.133631e-11,4.560357e-13,3.930733e-11,5.144586e-13,4.549666e-12,2.909933e-13
75.5000,2.118417e-11,4.542101e-13,4.068750e-11,5.255000e-13,4.677276e-12,2.935455e-13
75.5500,2.060494e-11,4.472593e-13,4.015058e-11,5.212047e-13,5.181351e-12,3.036270e-13
75.6000,2.133566e-11,4.560279e-13,4.080868e-11,5.264694e-13,5.140006e-12,3.028001e-13
75.6500,2.132695e-11,4.559234e-13,4.066052e-11,5.252842e-13,4.895060e-12,2.979012e-13
75.7000,2.073787e-11,4.488545e-13,3.977149e-11,5.181719e-13,5.001805e-12,3.000361e-13
75.7500,2.172739e-11,4.607286e-13,4.046942e-11,5.237553e-13,5.147179e-12,3.029436e-13
75.8000,2.133560e-11,4.560272e-13,3.997316e-11,5.197853e-13,5.192143e-12,3.038429e-13
75.8500,2.168652e-11,4.602382e-13,4.069028e-11,5.255223e-13,5.312810e-12,3.062562e-13
75.9000,2.113392e-11,4.536071e-13,4.057538e-11,5.246030e-13,5.033631e-12,3.006726e-13
75.9500,2.146528e-11,4.575834e-13,4.016125e-11,5.212900e-13,5.023312e-12,3.004662e-13
76.0000,2.126928e-11,4.552314e-13,4.013681e-11,5.210945e-13,5.132283e-12,3.026457e-13
76.0500,1.959337e-11,4.351204e-13,4.025096e-11,5.220077e-13,5.003334e-12,3.000667e-13
76.1000,1.996715e-11,4.396058e-13,4.024844e-11,5.219875e-13,5.184532e-12,3.036906e-13
76.1500,1.848535e-11,4.218242e-13,4.055834e-11,5.244668e-13,5.699063e-12,3.139813e-13
76.2000,1.850681e-11,4.220817e-13,3.935925e-11,5.148740e-13,5.432206e-12,3.086441e-13
76.2500,1.829525e-11,4.195430e-13,3.999687e-11,5.199749e-13,5.294036e-12,3.058807e-13
76.3000,1.798089e-11,4.157707e-13,3.976969e-11,5.181575e-13,5.077762e-12,3.015552e-13
76.3500,1.723904e-11,4.068684e-13,4.022483e-11,5.217986e-13,5.325523e-12,3.065105e-13
76.4000,1.717706e-11,4.061247e-13,3.970409e-11,5.176328e-13,5.386751e-12,3.077350e-13
76.4500,1.651145e-11,3.981374e-13,4.018596e-11,5.214877e-13,5.570989e-12,3.114198e-13
76.5000,1.627740e-11,3.953288e-13,3.990119e-11,5.192095e-13,5.647277e-12,3.129455e-13
76.5500,1.561183e-11,3.873420e-13,3.985302e-11,5.188242e-13,5.290953e-12,3.058191e-13
76.6000,1.552758e-11,3.863310e-13,4.022434e-11,5.217947e-13,5.187685e-12,3.037537e-13
76.6500,1.525949e-11,3.831138e-13,4.009524e-11,5.207620e-13,5.082495e-12,3.016499e-13
76.7000,1.522787e-11,3.827345e-13,4.014488e-11,5.211590e-13,5.323419e-12,3.064684e-13
76.7500,1.432952e-11,3.719542e-13,4.037049e-11,5.229639e-13,5.449454e-12,3.089891e-13
76.8000,1.406057e-11,3.687268e-13,3.966918e-11,5.173534e-13,5.220971e-12,3.044194e-13
76.8500,1.354847e-11,3.625817e-13,3.981918e-11,5.185535e-13,5.302797e-12,3.060559e-13
76.9000,1.356402e-11,3.627683e-13,4.063996e-11,5.251197e-13,5.042435e-12,3.008487e-13
76.9500,1.287725e-11,3.545270e-13,4.028637e-11,5.222910e-13,5.075709e-12,3.015142e-13
77.0000,1.275158e-11,3.530189e-13,4.031720e-11,5.225376e-13,5.180322e-12,3.036064e-13
77.0500,1.223376e-11,3.468052e-13,4.035381e-11,5.228305e-13,5.365092e-12,3.073018e-13
77.1000,1.229762e-11,3.475714e-13,3.999007e-11,5.199205e-13,5.162146e-12,3.032429e-13
77.1500,1.198280e-11,3.437936e-13,4.000561e-11,5.200449e-13,5.031931e-12,3.006386e-13
77.2000,1.177830e-11,3.413396e-13,3.959047e-11,5.167237e-13,4.813035e-12,2.962607e-13
77.2500,1.192190e-11,3.430628e-13,4.047399e-11,5.237919e-13,5.059764e-12,3.011953e-13
77.3000,1.152196e-11,3.382636e-13,4.056466e-11,5.245173e-13,4.857031e-12,2.971406e-13
77.3500,1.159935e-11,3.391922e-13,4.037267e-11,5.229814e-13,4.832231e-12,2.966446e-13
77.4000,1.090550e-11,3.308660e-13,4.028474e-11,5.222779e-13,5.097545e-12,3.019509e-13
77.4500,1.100243e-11,3.320291e-13,3.959634e-11,5.167707e-13,5.028641e-12,3.005728e-13
77.5000,1.022931e-11,3.227518e-13,4.040718e-11,5.232575e-13,5.380628e-12,3.076126e-13
77.5500,1.052712e-11,3.263254e-13,4.106358e-11,5.285086e-13,5.086350e-12,3.017270e-13
77.6000,1.031034e-11,3.237240e-13,3.998483e-11,5.198786e-13,5.319951e-12,3.063990e-13
77.6500,9.993932e-12,3.199272e-13,4.019568e-11,5.215654e-13,4.809669e-12,2.961934e-13
77.7000,1.001093e-11,3.201312e-13,4.069605e-11,5.255684e-13,4.965135e-12,2.993027e-13
77.7500,9.861972e-12,3.183437e-13,3.996354e-11,5.197083e-13,4.838417e-12,2.967683e-13
77.8000,9.384881e-12,3.126186e-13,4.067049e-11,5.253639e-13,4.351956e-12,2.870391e-13
77.8500,9.705215e-12,3.164626e-13,4.018264e-11,5.214611e-13,4.666234e-12,2.933247e-13
77.9000,8.825032e-12,3.059004e-13,4.041022e-11,5.232817e-13,4.734438e-12,2.946888e-13
77.9500,9.191019e-12,3.102922e-13,4.044866e-11,5.235893e-13,4.598536e-12,2.919707e-13
78.0000,8.840325e-12,3.060839e-13,4.013151e-11,5.210521e-13,4.584698e-12,2.916940e-13
78.0500,8.794449e-12,3.055334e-13,4.081771e-11,5.265416e-13,4.872813e-12,2.974563e-13
78.1000,8.558750e-12,3.027050e-13,4.059516e-11,5.247613e-13,4.439448e-12,2.887890e-13
78.1500,8.651302e-12,3.038156e-13,4.028750e-11,5.223000e-13,4.160891e-12,2.832178e-13
78.2000,8.565535e-12,3.027864e-13,4.049024e-11,5.239219e-13,3.960520e-12,2.792104e-13
78.2500,8.513851e-12,3.021662e-13,4.071833e-11,5.257467e-13,4.477032e-12,2.895406e-13
78.3000,8.445848e-12,3.013502e-13,4.079498e-11,5.263599e-13,3.781865e-12,2.756373e-13
78.3500,8.223434e-12,2.986812e-13,3.993169e-11,5.194535e-13,3.992589e-12,2.798518e-13
78.4000,8.214258e-12,2.985711e-13,4.048312e-11,5.238649e-13,4.226003e-12,2.845201e-13
78.4500,7.950804e-12,2.954097e-13,4.048614e-11,5.238892e-13,3.999489e-12,2.799898e-13
78.5000,8.075428e-12,2.969051e-13,4.005528e-11,5.204422e-13,4.237609e-12,2.847522e-13
78.5500,7.987606e-12,2.958513e-13,4.085858e-11,5.268687e-13,4.155718e-12,2.831144e-13
78.6000,7.971205e-12,2.956545e-13,4.058702e-11,5.246961e-13,4.412003e-12,2.882401e-13
